text,label
ስጋ ወደሙ,1
ሰይጣን ደፋር,1
የአይን ቆብ,0
ነገሩን ረገጠ,1
ጎዶሎ ቀን,1
በሬው ቀና,1
ከንፈሩን ሚን ሚን አደረገ,1
መፃህፍትን በሚፈለጉት መጠን,0
ወዳንድ አላማ የሰበሰበ ገርቶ,0
በሰው ፊት ቀሰለ,1
ትምህርት ቀለበ,1
ዜግነታችንም ቢያንስ,0
እዚህ ግባ የሚባል አይደለም,0
ቀፎ ለቀፎ,1
የተቃና አረፍተነገር ትክክለኛ አረፍተነገር,0
ነጣላዋን በተነች,1
አቶ ውብሸት ወርቃለማሁ,0
በሀገራችን የፌደራል የገቢ ግብር,0
ስራ ፈጠራ,0
ቀጭ መታው,1
ቅዱስ ባለጌ,1
እሾህን በሾህ,1
ቃሉን ሰጠኝ,1
ችግር ምክንያት,0
ማቅረብ የቻለ አገር,0
የምስጥ ቤት,1
በጥፊ ተመታ,0
ሬሳ,1
ልቡ ቀረ,1
አትበሳጭ ማን,0
ተጨማሪ ገለፃና ማብራሪያ በመስጠት,0
ቀጥቃጣ,1
በማድረግ አሳታፊ በሆነ መልኩ,0
ሰላም,0
ተወላጆች ማህበር,0
በሊታ,1
ቃሪያ,1
የተሰኘ ድርጅት መምህርቷል,0
ባላ አቁሞ,1
ሲገፈትረን,0
ውሀ ቀጠነ,1
አስፈላጊውን ማስታወሻ እንዲይዙ ይንገሯቸው,0
ቀርቶ ላይቀር,1
አስተካከለ,0
እንዲፈፀም በህግ የተደነገገ,0
የአመተ ምህረት ባለፊደል ቋንቋዎች,0
ባዝራዋ ተመታች,1
በፊት የተቃጠለዉ,0
ጠብ በቀለ,1
የተባሉ ወጣቶች,0
ውሽቱን ቀደደው,1
የቤት እቃ,0
ሙሉ አካል,1
ለፍቶ መና,1
ደመናው ከብዷል,0
የሚኮበልሉ ምሁሮች,0
ገብረ መንፈስ,0
የኢትዮጵያዊያንን እንግዳ ተቀባይነት,0
ብዙ ሳይጫወቱ,0
የዋህ አላፊ,0
አብዛኞቹ ከከፍተኛ የመንግስት,0
አስተሳሰብና ፍልስፍና,0
ስለሆነም በነፃነትና በክብር,0
ቴክኖሎጅና እውቀት የሚጠይቅ,0
ሴት አውል,1
እዚያው ጨምረኝ,0
ስንኳን,1
ለብታ,1
እዉነት ሀሰት,0
ምንም አይነት,0
ተወያይተው አሳታፊ በሆነ መንገድ,0
ደህና ነሽ,0
ልጁን ተቆጣው,1
ለምኔ,1
ከእነዚህ ውስጥ,0
በገና ምት,1
ጥያቄዎች ምላሽ እንዲሰጡ ያድርጉ,0
መልካመ ጋብቻ,0
እየተከተለው ያለው ሸክም,0
ለተመረጡ ሰዎች የሚተላለፍ,0
ወንደ ላጤ,0
መነሻ መልሶች,0
ማዶ ማዶ,1
ቁስሉ ቂም ያዘ,1
ሀብተ ቢስ,1
ሀሳብ ሰነዘረ,1
አልተቀራረቡም,1
ለመከራ ሰጠ,1
አስጎብኚዎች ሰራተኞች,0
አልሰራ አለ,0
ደካማ ጎን,0
ተሸከመ,1
መጥፎ ጠረን,0
ከኢትዮጵያ ማእድን ሚኒስቴር,0
እስኪ ደግሞ,0
ተመሳስሎ ወይም ወጥነት,0
ጊዜ ማሳለፍ,0
ቁም ስቅል,1
እዉነት ሀሰት,0
በሀሳብ ሰጠመ,1
እድለኛ ነኝ,0
ለመስራት ያዳግታል,0
ቁሳዊ ስኬት,0
እኛን ጥለህ ወደየት የምትሄደው,0
ቢስ ገላ,1
መንገድ አሳበረ,1
የሆነ ህብረተሰብና አካባቢ,0
ምድር ዋጠው,1
ጥቁር ገበያ,0
ተማሪዎች ውይይቱን ሲያደርጉ,0
ቃለ ከባድ,1
ማተቡን በጠሰ,1
በሱስና በአደንዛዥ እፅ,0
ጫት ቃመ,1
የጤና እክል,0
ውሸቱን ሸመጠጠው,1
የፈጠራ ችሎታን ያጎለብታሉ,0
ተብላላ,1
ወንደ ላጤ,1
ችግሩን አባብሰውታል,0
ሰውነቴ በረዶ,1
ልቡ ቀና,1
በኋላ ላይ ግን,0
መንገድ እመራሻለሁ,0
ለአህያ ማር አይጥማትም,1
መንገድ ቀደደ,1
ብር ብር አደረገ,1
ዘመናዊ ህክምና,0
ቀጠፈ,1
በስደት ያሉት ባለሙያዎችም,0
ባርያ ድንጋይ,1
ገናዥ ነበሩ,0
አፄ ይኩኖ አምላክ,0
ራስ ስሞሽ,1
ቅቤ ጠባሽ,1
ለማብረድ ቻሉ,0
መሬት ቁና,1
ስለአማርኛ ቋንቋ ዳሰሳዊ መረጃ መስጠት,0
ኒክ እጆችና እግሮች ሳይኖሩት,0
ገንዘብ ሰጠ,0
እንኳን እንደሱ,0
ፀጉር ሸሸ,1
ለአይን ሞላ,1
ስጋማ,1
ትምህርት ክፍል,0
የሱስንዮስን ልጅ,0
የእኔ ባይ ባለቤት ስለሌላቸው,0
አዋሰነ,0
ወንጀሉ በዛ,0
ቁብ የለሽ,1
ልብሱ ተቀበለው,1
የሌለው ዳርቻ የሌለው ድንበር,0
የት ይገኛል,0
የማእከላዊ ስርአተነርቭ ክፍል,0
በፅሁፍ የማቅረብ ተግባር ቀርቧል,0
በአባቴ ታታሪ እጆች የተበጃጁ,0
በከፍተኛ ደረጃ,0
አስተምህሮ,0
በልጅነቱ ስላሳለፋቸው,0
ትኩረት ሊሰጣቸው ከሚገቡ ነጥቦች,0
በሞተ ከዳ,1
ሰው አደረገው,1
ትኩሳታም,1
የቤት እምቤት,1
ልጄን ያብጠለጥሉብኛል,0
ወላድ ናት,0
አንድ የአንገት ሀብል,0
ህግ አዉጭ,0
ቀጥቃጣ,1
አዎ ይልካል,0
የተወሰነውን ማርትሬዛ በመስጠታቸው,0
ባልና ሚስቱ ወንድ ልጅ ይወልዳሉ,0
የሰውነት ማጎልመሻ,0
ልብ ወለድ,0
ገፀባህርያት በሰብእና መልኮቻቸው,0
ለቅሶ ቤት,0
የሚጠበቅበትን ያህል ማደግ አልቻለም,0
ቀን በቀን,1
ሎጥ ሎጥ አለ,1
ስራ ሰሪውን,1
ከመንግስት አመሰራረት ጋር የተቆራኘ,0
ለራስ ያሉት,1
ግብር ከፋይ,0
ቅኝ አገር,1
ፈተና እየተፈተኑ,0
ሞጃና ወደራ,0
ልብሷን ቀደደች,1
መቀስ አፍ,1
ነገር ሻጠብኝ,1
ወይን ጨመቀ,0
ልቡ ተቀሰቀሰ,1
አልጫ ድንች,0
ሁለቱ እጆቻችሁና ሁለቱ እግሮቻችሁ,0
ስሙን ተከለ,1
ለጦርነት ታጠቀ,1
የረፍት ጊዜዬ ተቃጠለ,1
በነበሩበት ወጣት,0
እየቀደም,1
አይኑ አረገዘ,1
አባትህ ማነው ሳይላቸው በመላሀገሪቱ,0
ብን ያርግህ,1
ቃር አያውቅሽ,1
ልበ ድንጋይ,1
እንዲያነቡ የሚበረታቱበት,0
አመተ ምህረት እያነሰች በሄደችበት,0
ውሀ በላው,1
ቀትረ ቀላል,0
መያዝ መጠበቅ መንከባከብ,0
ራዲዮና ጋዜጣ,0
ቅኝ አገር,1
ቀን ወጣ,1
መግደርደርና ይሉኝታ,0
ደፋር,0
ፀሀይ በሚበረታባቸው ቦታዎች,0
የሞተ ሞተ,1
ማዳበሪያው ለይምሰል,0
በአመተ ምህረትአቀፍ ገበያ,0
መፅሀፍ አዘጋጀ,0
አወለቀው,0
ቤተ ሰሪ,0
ነገር አመላላሽ,0
ታቦት ነገሰ,1
ባጣ ባጣ,1
ልቡ ረጋ,1
ብቅል ረገጠ,1
ቀልበ ጮሬ,1
ቁስለ ስጋ,1
ይሰራልኛል,0
ቁም ነገር,0
የአኗኗር ዘይቤያቸውን ቀይረዋል,0
መሰረታዊ ግእዝ,0
በራሪ ወረቀት,1
ምድር ደህና ዋይ አለ,1
ፊደላት አሀዞች,0
ሰውነቱ ተለወጠ,1
አንብቦ መረዳትን,0
ወኔው ቀዘቀዘ,1
ብልሀት አለቀበት,1
ፋይዳ,0
ከመውጣት አስቀድሞ መደረግ ያለባቸው,0
ልብ ወረደው,1
ራስ ራሱን,1
ሀብቷ ቀና,1
አውራ መንገድ,0
ቆሽቱ አረረ,1
አንበጣ መታው,1
ያልሰማ ጆሮ,1
ሰው በመሰል ይሞታል,1
እንደማንኛውም ኢትዮጵያዊ,0
ውስጥ ውሀ ሆኖ በቀረ,0
ምንኛ ጠግበሀል,1
የፖለቲካ እሳቤዎች,0
ባዳመጡት ፅሁፍ ላይ,0
የበሰለ ዋስ,1
ትኩረታቸውም,0
ባህር ሸሸ,1
ከፋኝ,1
ቅጠል በጣሽ,1
ኬላ ሰበረ,1
ህዝበ ክርስቲን,0
ቃሪያ ነገር,1
የምክር ቤቱ አባላት,0
ጓደኛዬ ትልቅ ህልም ይኑርህ,0
ተበታትነው ቀሩ,1
ሳር ቤት,0
አይናቸውን ልከው የልጁን ፎቶ ያያሉ,0
የወዲያ ስራ,1
በቃኝ በቃኝ,1
መዘጋጃ ቤት,0
ሳት አደረገ,1
በቅዱስ ገብርኤል ሆስፒታል በህክምና,0
ካርኔ ቆረጠ,1
እንዲሁም የአካል ቋንቋውንም,0
ሀገር የመሆኗ ህልውና,0
ሚስቱን ለቀቀ,1
ማጠቃለያ ፈተና,0
የህዝቡ ባህል,0
በዱላ ለወሰው,1
በ ማህበራት በመደራጀት,0
የንግግር ለውጥ,0
መላ ቅጡ,1
እንደ ጥሩ ሰው,0
ደስ አላሰኘውም,0
ጥሩ እድል,0
በድብቅ በሚስጥር በስውር,0
ስም አጠፋ,1
የግዴታ ክፍያ,0
ምጣድ ሰማ,1
የረጋ ወጣት,1
ጊዜያቸውን የሚያሳልፉት,0
ቀዳማዊ ሀይለስላሴ አልጋወራሽ,0
ነገር ማብቃቃት,1
ለማስተማር የሚያገለግሉ,0
ልባም,1
ሰውነተ ቢስ,1
በር መታ,1
ልበ ተራራ,1
የሄደበት ሁሉ የሚስማማው,0
ልቡ ቆረጠ,1
ግድ የለሽ,0
የወንድ በር,1
ቀዝቃዛ ጦርነት,1
የተቋጥሮ ዝምድና,1
መላልሶ በአንክሮ ማንበብ,0
በስራ ላይ,1
አገር ቤት ያሉት,0
በነገር ተሸረከተ,1
ለምእላድና ለቃል የጋራ ምሳሌ,0
ምስጢር አፈሳ,1
የሰው ቤት,1
የሚታሰብ አይሆንም,0
ኋሊት,1
ሰይጣናም,1
ላይ በሌ,1
አይነ ምድር,1
ሙሬ አፍ,1
ያስተዋውቋቸው,0
ምንም አይነት,0
ቁም ስቅል,1
ከካናዳና ህንድ አሜሪካ,0
ልብ አትክን,1
ቀፎ ቆራጭ,1
የዉድድር ምርጫ,0
ፍቃድ ሞላ,1
ከተናገራቸው ጥቂት ቃላት,0
የተረሳውን ጎን ቀሰቀሰ,1
በንግግርና በፅሁፍ ሂደት,0
መለመኛ አጣ,1
ተራ ሰው,1
አስረግጠህ ንገረኝ,1
ውስጥ ውስጡን,0
የመንግስት መሆኑን ያሳያል,0
ሞሰበ ወርቅ,0
የታሪካችን ሰበዞች,0
ለማስተማር እንዲያመች,0
ዳታቤዝ ትምህርት,0
መለመኛ አጣ,1
ቅልል ያለ,1
ማብቂያው,1
ሆዱን ቆረጠው,1
የሌሊቱ ቁርና ብርድ ሳይበግራቸው,0
መሬቱ ቀና,1
ትከሻ ሰጠ,1
ባሉበት ሆነው ገንዘብ,0
የትእዛዙን አቀራረብ ይወስነዋል,0
ጉሮሮው ላይ ተናነቀው,1
ተያዘ ተሸነፈ,0
ሀሞተቢስ,1
እንደላቲን ከግራ ወደቀኝ መፃፉ,0
ያንን ሽልማት ለማግኘት,0
ውጤታማ ነጥቦች,0
በወንድ እቅፍ,0
ሰርቆሽ በር,1
በጥንቃቄ በመምረጥ ሊፃፍ ይገባል,0
የምፈልገው ነገር ተሳካ,0
ቅርሻ ቅርሻ አለ,1
ባይሰሙ አጥንታቸዉ,0
ለፈተና ወይም ለማርክ ተብሎ,0
ባዘቶ ገላ,1
ሴተ ላጤ,1
ሰርገኛ መጣ በርበሬ ቀንጥሱ,1
ሀጢያታቸውን ተቋጠራቸው,1
በስለት ለታቦት,0
ልብ ነሳ,1
እንጀራ በወጥ,0
ቆስቁሶ ቆስቁሶ,1
ባሪያ,0
ለአጠቃላይ እውቀት ትኩረት,0
እርስዎም ከቀረቡት ጥያቄዎች,0
የሚገነዘበውና የሚተረጉመው,0
ስራ ላይ ተሰማርተው,0
ግብር ለሀገር ክብር,0
ልቡ ሞተ,1
ቤት ለንቦሳ,1
ስራቸውን በአግባቡ መስራት አይችሉም,0
ሙጢ አፍ,1
መታመም,0
ከየአይነቱ የተሰበሰበ,0
አንደበቱ የተለቀመ,1
በቴአትር ስራ መስራት ቀጠሉ,0
እዉነትን ፍለጋ,0
ያረጀ,0
መምህሩ አስተማረ,0
በፍጥነት አነበበዉ,0
በተግባር አገልጋይ መሆንን እንማራለን,0
ማተቡን በጠሰ,1
ብረ ሸሽ,1
ቀደሰ,1
አለብኝ,1
አስተማሪነታቸው ከፍተኛ,0
ሰውነቱን ሸመቀቀው,1
ዛፉ ሞተ,1
በጎ በጎ,1
ለመሆን መወሰን,0
እንዲህ ያለ ስራ,0
ሴራ መታ,1
ዝናብ አጥፍቶታል,0
በረኛ,1
ልቡ ሸፈተ,1
ስለሆነም ለውይይት የሚጋብዙ,0
ለሀገርና ለሀብረተሰብ እድገት,0
ቆሌው ተገፏል,1
ብትን ቃል,1
ብር ቂንጥ,1
ብልሹ ሌላውን የሚበክል የሚያበላሽ,0
መታከሚያ ገንዘብ መላክ ነበረበት,0
መንገድ ቀደደ,1
ነገር የበላ,1
በራዦች,1
አቢይ ፆም,0
መጠነኛ ገቢም ከሻጮች በመቀበል,0
መሻል መብለጥ,0
ገለጠና በምናብ,0
ስራ ሰሪውን,1
የቀንድ ከብት,0
የቀለም ቀንድ,1
ከጭነት መኪናው,0
ሰውየው ተጣብቶኛል,1
ተባራሪ ጥይት,1
ሲጥ አደረገው,1
እንደምንም ብለው በአካባቢው ቄሶች,0
ብትንትኑ ወጣ,1
በራፍ,1
ልቡ ቋመጠ,1
ስንኙ ገጠመ,0
የብረት ልጥ,1
ስጋዊ,1
ገበታው ሳሳ,1
በየቤቱ,1
ክፉና በጎ,1
የፊቱን ጦር ቀመሰ,1
ቅቤ አንጓች,1
ባዶ እንጀራ,1
የሚቀጥሯት ሰዎች,0
አቃለለ,1
የሰው ሀገር,1
ጎጆ ወጭ,0
ቃሪያ,1
ሆን ብሎ,1
ደህና ነኝ,0
ይህም ይሁንና ከዚህም በላይ,0
አቸፈር ማቻከል ወረዳዎች,0
ቅኔ ነጋሪ,1
ከጋሻ በፊት ጦር የማንሸምት,0
ህንዶች በተለይም በአሁኑ ወጣት,0
የቅናት ስሜት,0
ለማስተማር በተማሪ መፅሀፍ ላይ,0
ያየችውን ሁሉ የምትመኝ,0
እድሜው ሞላ,1
ዱላ ቀመሰ,1
ቁም ዜማ,1
አዲስ ልብስ,0
ሆዱን ሰጠ,1
በአፄ ዘርአያቆብ ዘመነመንግስት,0
ራሱን ሳተ,1
ሰይጣን አትሁንብኝ,1
ጉዱ ካሳም አረፍተ ዘመን ይገታዋል,0
ራስ ምታት,1
ያስኩህ ያስኩህ ይላል,0
ርጥብ,1
የተለያዩ የታሪክ መፃህፍትን,0
የሰይጣን ስራ,1
ቀይ ስር,0
ሲያገለግል ቆይቷል,0
ምርጫ ጣቢያ,0
ዘጠኝ ወር ተሸከመች,1
ለአንባቢያን ለማድረስ ያስችለዋል,0
ስሜቱ ቀዘቀዘ,1
አዲስ አበባ,0
ቦታ ስራ ለመፈለግ,0
ልቡ ቆሰለ,1
ቡዳ ቀረጠፈው,1
በደቡብ ሱዳን በተቀሰቀሰው,0
የግራ ጎን,0
በሀይል ተመነጠቀ,1
በሞተ ከዳ,1
ቁመናማ,1
አዲስ አበባ,0
ቆመብኝ,1
ሀጢያታቸውን ተቋጠራቸው,1
ሸርሞ ለሸርሞ,1
ሰውንቴ ረገፈ,1
በማይሰራበት ትርጉም,0
ለቀለቀኝ,1
እቀልቤ ገባ,1
የፖለቲካና የባህል ጭቆና,0
ቁም አፍ,1
ሀገራቸውን ለቀው ተሰደው,0
ልቡን ማረከው,1
ኦሮሞ ወይም ሽናሻ ወዘተ,0
እንደኢትዮጵያዊ በፈቀዱት,0
ለአንባቢ የሚያደርስ ፅሁፍ,0
ምድር ተፋችው,1
የተለየ ጥበብን,0
ስም አነሳ,1
ኑሮ ያልተሳካለት,0
ባላባት,1
አየር ሀይል,0
መሰራረቅ,1
ራስን መጉዳት,0
ቀንበር ጫነ,1
ሰንካላ ምክንያት,1
መለዮ ኮፍያ,0
በትምህርት ሞረደው,1
ማጠቃለያ ፈተና,0
የሰው አይን በላው,1
ቆርጦት,1
ባህር ወለድ,1
አርፈ መስቀል,1
በምሳሌነት ከቀረቡት አገሮች,0
ልቤ ረጋ,1
ሰነፍ መረቅ,1
የማዳመጥ ክሂልን ለማስተማር የሚያገለግል,0
አበቃቀሉ,1
አይነ ልም,1
መፅሀፉን ቀዳ,1
ምንጭሩ ድብን አለ,1
አጋዥ መፃህፍት,0
አስመታ,1
ፋሲል ከነማ,0
መቀጣጫ,1
ከበደ አለቃዉን,0
ኮሶ ተጣባ,1
አርፎ የማይቀመጥ,0
ልጓም በሊታ,1
አልቀራቸዉም,0
ላይኞች,1
አንገቱን መዘዘ,1
ልብ አብሽቅ,1
ህይወት ሊመስል እንደሚችል ሳሉት,0
ቁርበት,1
በሩን ቀረቀረ,1
ፀጋ ልበስ,1
ምድር ቤት,0
ይሸናል,1
አሜሪካ አውሮፓ,0
አንብበው እንደጨረሱ,0
ህፃን ልጅ,0
መናገር ቃጠኝ,1
ቸብ አደረገ,1
ሞት ይቆረብለትና,1
ሁለት ልብ,1
ስረ ነገር,1
ከዚህ ቀጥሎ ተሰጥተዋል,0
መፍትሄ ሰጭ,0
ሰውየው ሳተ,1
ተግባራትና የቤት ውስጥ ህይወት,0
ባወቃቸው ነገሮች,0
እንደ ሌሎች ተማሪዎች,0
የሰው ዘር,0
አቀለጠኝ,1
ክህሎት ስልጠና,0
ነፃ መንገድ,0
በጥሩ አቀራረብና አገላለፅ,0
አበሰለ አበሰለች,1
መፅሀፉን ቀዳ,1
በቃል ነገረው,1
ተስፋ አገኘ,1
ሰርግና ምላሽ,1
ተጋብተው ወልደው ኖረዋል,0
ሰውነተ ቢስ,1
ለተማሪዎች ስራ ተገቢ,0
ስር ነቀል,1
አጋዥ ሆነው እንዲያገለግሉ,0
የቀረበውን ተግባር ሲያሰሩ,0
ኮምፒዉተር ጥገና,0
ሀገረሰባዊ የህክምና ጥበብ,0
ጎመን በጤና,0
ምኑና ምኑ ተይዞ,1
እነዚሁ ነገሮች ደግሞ,0
የፈጠራ ድርሰት,0
እነሱም,0
መተረቻ,1
ሰርቶ አፍራሽ,1
አሯሯጠው,1
በመጨረሻም ከማስታወሻው ቀጥሎ,0
ሰዎች በተቀበሉትና በሚረዱት ልክ,0
ባላገር,1
ብው አለ,1
ታላቅ ደስታ,0
መሬት አሳመው,1
ልብ አለ,1
ሰባራ ስንጥር,1
እንዲረዱ ያድርጉ,0
ሆዱ ቃረ,1
አፈር ይብላኝ,1
ጎን ለጎ,0
ቆነደደ,1
በርካታ የሶስተኛ አገር መሪዎች,0
ባላባት,1
ያለው ዜጋ,0
ብልቱን ያመዋል,1
የአድዋ ድል በሚል ርእስ,0
ባህርይ አፈጣጠር ለይቶ በማወቅ,0
ያስማማ በደምና ላብ,0
ካሳ ሰራ,1
ሰዶ ማሳደድ,1
ቤተ ክርስቲያን,0
ኢትዮጵያ በአምስተኛ ደረጃ ላይ ትገኛለች,0
ፈገግታ ደስታ,0
መቋቋም አቻ መልስ መስጠት,0
ህክምና የተሻለ,0
የዜግነት ክብር,0
ጭንቅላት የሰው ራስ ቅል,0
ከዚያ በኋላ ብዙዎች የቋንቋ ሊቃውንት,0
ነገሩ ረቀቀ,1
አንጀቴን አርሰኝ,1
የትምህርት ስርአት,0
ለማንም የማይበረከት,0
የሚባልበት አይደለም,0
ህዝባቸውን የሚጠይቁት,0
ማርም አይልስ,1
በሽታ ለከፈው,1
የሆቴልና ቱሪዝም መስኮች,0
አያስችለውም,1
መኖሪያ ቤት,0
ጭራ ቀረሽ,1
በሽታው ተነሳ,1
በሀሳብ ባከነ,1
ሙልጭ አድርጎ ሰደበ,1
ቆርጦኝ,1
ምልከታ በማድረግ ይከታተሉ,0
በንድፈ ሀሳብም በተግባር,0
ጥረት እያደረጉ እንደሚገኙም ነግረውናል,0
ምግበ ነፍስ,1
እግዚአብሄር ጣት,0
ቡራ ከረዩ አለ,1
ፊደል ቆጠረ,1
ልቡ ሸፈተ,1
መተግበር,0
አልተቻለውም,1
ፀረ ሙስና,0
እድሜሽን ልትነግሪኝ,0
የቤት ጉድ,1
ወዳጄ ደግሜ እጅ እነሳለሁ,0
ዱላ መዘዘ,1
ሙሉ ሰው,1
ወሬ አቃዳ,1
ህይወትን ሙሉ,0
የሆነ አገልግሎት የማይጠየቅበት,0
ህይወትን ሙሉ,0
ቀጭን መንማና ሰው,0
ለምሳሌ አጭርና ቀላል,0
የሰጠ,1
መደንገጥ አያስፈልግም,0
ትብብራቸው መፍረሱን ያስታውሳሉ,0
የጨዋ ልጅ ነች መሰረቷ,0
እንዲሰሩ በቂ ጊዜ ይስጧቸው,0
የከተማ ፅዳት የሚጠብቁ ሰዎች,0
አመሳከረ,1
ሸኘው,1
ልብስ ገፋፊ,1
አስራ ስምንት የተለያዩ ምንባቦች,0
ሬሳ,1
ድምፅ ሳያሰሙ ጥንድ ጥንድ ሆነው,0
እየቀደም,1
መሰናክል እሩጫአ,0
ሎሚ ጣሉባት በደረቷ,0
ቆርጦ ቀጥል,1
አታረግርግብኝ,1
በተጠንቀቅ መቆም,0
ገበያ ቆመ,1
ርባ ስባ,1
በሽታው ቀለለው,1
ማህበራዊ ግንኙነት,0
ጭቃው መጠጠ,1
ቅርጥፍ ያለ ውሸታም,1
ልጁን ተቆጣው,1
ደረቅ ትእዛዝ አስገዳጅ,0
አንጀቱ ቆረጠ,1
ብርድ ልብስ,0
ቆሰቆሰ,1
ፍትሀዊነት የጎደለዉ,0
ከልቡ ተነጋረ,1
ግጥሙ እንደየሚገልፀው,0
የፍቅር ግንኙነት,0
ገደደኝ,1
መስክ አልፋ,1
ጥረትና ክትትልን ይጠይቃል,0
ግንኙነት,0
ትከሻ ወረደው,1
የዜጎች ሰላም ደሀንነት,0
ስድ,1
በዛብህ ስንብቱን,0
መነሻ መልሶች,0
በ ኛው ክፍለ ዘመን ላይ,0
ኛው ክፍለ ዘመን,0
መነሻ,1
ደንታ የሌለዉ,0
እንደሆነ አያስታውሱትም,0
ጥምጥሙን ቆለለ,1
እጇን በአደጋ ምክንያት ያጣች,0
ዳቦ በቅርጫት ይዘን እንደርሳለን,0
ምጥ መጣ,1
ለሹመት በቃ,1
በገና ደረደረ,1
እብድ ይለኛል,0
ቅዳሴ ማህሌት,0
ማስመለስ,1
የቃል ጥያቄዎችን በመጠየቅ ማረጋገጥ,0
ቁቲት በጣሽ,1
አማረኛ ቋንቋ,0
ዘጠኙ ምንባቦች,0
በሀብት የበሰበሰ,1
በልብ አዋለ,1
ብታደራልኝ አማግሁልህ,0
ሻ አለ,1
መኖሩ በመታወቁ ለብዙዎቹ የእለት ጉርስ,0
መሬት ላሰ,1
አንዱ ሌላውን በመውቀስ,0
መሬት ይቅለለው,1
ከማስታወቂያ ጥበበኛነታቸው በተጨማሪም,0
የሚሆኑት ደግሞ ሴቶች,0
ልቡን ሰለበችው,1
ብላ ባለኝ,1
ለመሩን ሰናይ ጌታን ከገባር,0
አረፍተነገሮች እንዲፅፉ ያድርጉ,0
ልቡን በላው,1
ጣፋጭ ነገር,0
ስልክ ደወለች,0
ነገረኛ,0
እባጩ በሰለ,1
ቁልፉ ሚስጢር,0
እንደሁናቴዬ,1
ቀን ቀን አለው,1
የቤት ጣጣ,1
ቀን ለቀን,1
ምድር መሸበት,1
ለዛ ቢስ,1
አትቆስቁሰኝ,1
የቃል ዘገባ ወይም ትረካ መገምገም,0
ከልኩ አያልፍም,1
አፈ ሙዝ,1
መላልሶ ጠለፈ,0
ሊነገሩ ወይም በእንጉርጉሮ ሊቀርቡ ይችላሉ,0
በአመራረት ሂደቱ ላይ,0
አበጥሮ ፈለገ,1
እራስን መሆን,0
ታሪክ ማጥናት ሲፈለግ,0
ለወጠው,0
ይሸበሩ ጀመር,0
ሰብእናቸው በውል መታየት አለበት,0
እጅን ማስለመጃ,0
ሰውየው ሳተ,1
የሰማይ ቤት,1
ምንም አይነት ተጨማሪ ግስ የላቸውም,0
ልበ ደረቅ,1
ቁርበተ ሞኝ,1
መሆኔን እወቁ,0
አራት ግስ,0
በክረምት ወጣት,0
የማይለወጥ ልጅ,0
ዋቢ መፅሀፍት,0
ወደኢትዮጵያ ሸሽተዋል,0
በአንድ ወጣት,0
ብድር ከፋይ,1
ውድመምህር,0
ሌባ ሚዛን,1
ቤተሰብ ዘር,0
ሰው መሆን አይቀርም,1
ቃሉን ሰጠኝ,1
ጠመንጃውን አቃመ,1
ልብ ነሳ,1
አቀለጠኝ,1
አይን አፋር,0
በሬ,1
ቀንተዉ ነዉ,0
በቁጣ ተመለከቱ,0
ሾለከ,1
ሽባጥ,1
ተለምነውና አገር አማርጠው,0
ክርክር ማድረግ,0
እውነትን ወደደ አመፅን ጠላ,0
ከባድ ጊዜ,0
ሰነፍ መረቅ,1
አራጋፊ,1
መቅረብ መራቅ,0
ከብቱን ለቀቀ,1
ነገር አመላላሽ,1
መልሶ ሲያቋቁም,0
የብሎት ቀን,1
ሲያነቡ አስፈላጊውን ማስታወሻ እየያዙ,0
እሳቱ ብው አደረገው,1
ቃላትና አገላለፅን በመመጠን,0
ፅድቅ,0
ምጋቤ ምላሽም ይስጧቸው,0
ያለ ቋንቋ,1
ያህል ስደተኞች ኢትዮጵያ ሸሽተዋል,0
ከተቆረጠ በኋላ ህክምናውን ለመስጠት,0
አትክልት በል,0
የሆነው ይሁን,1
ብርቅዬ,0
ልጆች ጋር አብረው ስላደጉ,0
በምንባቡ መሰረት,0
ቃል አጋኖ,0
ተነሳሳ,1
ፍቅር አሟጠጠ,1
ትምህርቱን ቀጠቀጠ,1
የተተወ,1
የወላጆቹን ሞት ሲያረዳው,0
ቅጥብ,1
ደብተሮቻቸውን በመመልከት ማረጋገጥ,0
ድህረ ታሪክ,0
እርግፍ ያርገኝ,1
በረገድ በረገድ,1
ቀን,1
ልቡን ሰበረው,1
ሱቅ በደረቴ,1
ልብ አድርግልኝ,1
አስከሬናቸዉ ተማርኮ,0
ነገር ለኮሰ,1
ስልጣኑ ተያዘ,1
አሻሮ ቃሚ,1
ሲወጣ ሁልጊዜ,0
ተበላሸ ተዋረደ,0
ሲቆፍሩ ከሚያድሩት ኦፓል,0
ልብስ አስቀደደ,1
የቤት ስራ,1
አሳሩን ቆጠረ,1
ትምህርት ሄደ,0
አራጠበ,1
ለማወቅ ጣረች,0
አላዋቂ ሳሚ,1
በራሪ ወረቀት,1
የስፖርት ሜዳ,0
ነገር ግን ሳናወቅ,0
የእውኑ አመተ ምህረት ነፀብራቅ ስለሆነ,0
ሁለት እጁ እነሴ,0
ልቡ ቆረጠ,1
ቀጭን እመቤት,1
በሽምግልና ወጣት,0
እጄን በቆረጠኝ ባላደረግሁት,1
በነገር በከለኝ,1
ነገር አመላላሽ,1
ልበ ትልቅ,1
ስንቱን አየን,0
አለብኝ,1
ደጋግሞ ወጋው,0
እጅ ሳመ,1
ሀብተ ሰባራ,1
የቀለም ቀንድ,1
ከእናታቸው መስማታቸውን ይገልፃሉ,0
